subject_name,correlation,RMSE,mean_error
30,0.9728858410339054,3.378,-1.6
32,0.9739699090031562,3.174,-1.239
34,0.9746618886012419,3.035,-0.918
36,0.9750943965838349,2.943,-0.637
38,0.9753392876578355,2.884,-0.392
40,0.9754188243365288,2.853,-0.179
absolute mean,0.9745616912027506,3.0444999999999998,0.8275000000000001
