subject_name,correlation,RMSE,mean_error
30,0.975972037052656,2.83,-0.292
32,0.9759717496674762,2.829,-0.285
34,0.9759314355026676,2.83,-0.271
36,0.9758371358258192,2.834,-0.249
38,0.9756729584910214,2.841,-0.218
40,0.9754188243365288,2.853,-0.179
42,0.9750462739300926,2.873,-0.131
44,0.9745144745206026,2.901,-0.077
46,0.9737628166619713,2.943,-0.017
48,0.9727134068035437,3.001,0.048
50,0.9713133244488942,3.077,0.118
absolute mean,0.9747413124764794,2.8920000000000003,0.17136363636363636
