subject_name,correlation,RMSE,mean_error
0.01,0.8303422264113247,10.277,7.301
0.02,0.9352006844183433,6.334,4.188
0.03,0.9635679926574623,4.808,2.96
0.04,0.9726263991154166,4.129,2.347
0.05,0.9757936890454574,3.805,1.995
0.060000000000000005,0.9768446269352736,3.644,1.773
absolute mean,0.9423959364305463,5.4994999999999985,3.427333333333334
