subject_name,correlation,RMSE,mean_error
190803LiJiayi,0.987,7.224,-6.903
190806SunDongxiao,0.958,7.853,-7.018
190806WangDianxin,0.981,10.115,-9.808
190810LiuSensen,0.983,8.008,-7.58
190815WangHan,0.979,7.428,-6.917
