subject_name,correlation,RMSE,mean_error
40,0.9754188243365288,2.853,-0.179
41,0.9753915726616238,2.847,-0.082
42,0.9753142607173407,2.848,0.009
43,0.9751806973847946,2.854,0.094
44,0.9749835283587094,2.867,0.175
45,0.9747150540081639,2.886,0.25
absolute mean,0.9751673229111936,2.859166666666667,0.13149999999999998
